"MIXINGCOEFFICIENT.1.","MIXINGCOEFFICIENT.2.","MIXINGCOEFFICIENT.3.","MIXINGCOEFFICIENT.4.","MIXINGCOEFFICIENT.5.","MIXINGCOEFFICIENT.6.","MIXINGCOEFFICIENT.7.","MIXINGCOEFFICIENT.8.","MIXINGCOEFFICIENT.9.","MIXINGCOEFFICIENT.10.","MIXINGCOEFFICIENT.11.","MIXINGCOEFFICIENT.12.","MIXINGCOEFFICIENT.13.","MIXINGCOEFFICIENT.14.","MIXINGCOEFFICIENT.15.","MIXINGCOEFFICIENT.16.","MIXINGCOEFFICIENT.17.","MIXINGCOEFFICIENT.18.","MIXINGCOEFFICIENT.19.","MIXINGCOEFFICIENT.20.","MIXINGCOEFFICIENT.21.","MIXINGCOEFFICIENT.22.","MIXINGCOEFFICIENT.23.","MIXINGCOEFFICIENT.24.","MIXINGCOEFFICIENT.25.","MIXINGCOEFFICIENT.26.","MIXINGCOEFFICIENT.27.","MIXINGCOEFFICIENT.28.","MIXINGCOEFFICIENT.29.","MIXINGCOEFFICIENT.30.","MIXINGCOEFFICIENT.31.","MIXINGCOEFFICIENT.32.","MIXINGCOEFFICIENT.33.","MIXINGCOEFFICIENT.34.","MIXINGCOEFFICIENT.35.","MIXINGCOEFFICIENT.36.","MIXINGCOEFFICIENT.37.","MIXINGCOEFFICIENT.38.","MIXINGCOEFFICIENT.39.","MIXINGCOEFFICIENT.40.","MIXINGCOEFFICIENT.41.","MIXINGCOEFFICIENT.42.","MIXINGCOEFFICIENT.43.","MIXINGCOEFFICIENT.44.","MIXINGCOEFFICIENT.45.","MIXINGCOEFFICIENT.46.","MIXINGCOEFFICIENT.47.","MIXINGCOEFFICIENT.48.","MIXINGCOEFFICIENT.49.","MIXINGCOEFFICIENT.50.","MIXINGCOEFFICIENT.51."
"11",7.1834745e-05,0.010263789,0.019220368,0.027296466,0.034709809,0.041343187,0.047427294,0.05309175,0.058382209,0.063293562,0.06784935,0.072079873,0.076020657,0.079201677,0.08150821,0.083867908,0.085619309,0.087092021,0.088244939,0.088579907,0.088969418,0.089168266,0.089154572,0.088783263,0.088261679,0.087584308,0.081523371,0.075591161,0.069646659,0.063869142,0.05826163,0.052837874,0.047757658,0.042791939,0.037915853,0.032638061,0.028658913,0.025405914,0.022160202,0.019013774,0.015539515,0.011809024,0.0045067901,0.0015824965,0.00041944366,8.2221229e-05,1.5542223e-05,1.0413776e-05,8.6251023e-06,8.6208337e-06,5.6745894e-07
"12",6.4401172e-05,0.00887641,0.016232642,0.022810217,0.028803131,0.034206705,0.039228856,0.043665777,0.047756552,0.051415108,0.054848343,0.057899886,0.060689107,0.063226371,0.065520856,0.067448534,0.069110054,0.070421345,0.071491726,0.072166052,0.072676737,0.073068161,0.07331044,0.073352466,0.073310192,0.073132457,0.067950144,0.062996349,0.058174613,0.053465684,0.048851827,0.044334389,0.039887543,0.035460357,0.031198226,0.026981213,0.022947005,0.019119276,0.015446626,0.012161228,0.0088490761,0.0045423617,0.0017330831,0.0004632445,0.00012689134,2.1856912e-05,1.2030916e-05,1.0250062e-05,8.8727775e-06,7.991916e-06,6.0259369e-07
"13",0.00014174896,0.020530351,0.038684756,0.054877638,0.070160685,0.084297692,0.097673956,0.11032054,0.12219864,0.13355017,0.14423684,0.15449891,0.16424975,0.17361821,0.18259348,0.19117699,0.19938042,0.2072242,0.21474812,0.2219581,0.22887813,0.23554495,0.24198388,0.24815686,0.2538325,0.25936244,0.24461836,0.23016968,0.2159492,0.20194581,0.18821297,0.17473019,0.16151487,0.14858597,0.13596431,0.12367856,0.11150768,0.099416724,0.087531885,0.07585793,0.063637826,0.052366366,0.042805421,0.033978779,0.025592616,0.018913735,0.014404297,0.010386589,0.0067472065,0.0033948753,3.1078983e-06
"14",7.9326395e-05,0.011436629,0.021559553,0.030788819,0.039338448,0.047327345,0.054831967,0.061906472,0.068592,0.074921555,0.080803721,0.0861748,0.091339647,0.096202279,0.10077215,0.10506006,0.10907855,0.11284371,0.11637448,0.11968492,0.12278703,0.12569423,0.12841983,0.13098979,0.13328755,0.13546252,0.12750779,0.1197144,0.11200794,0.10441158,0.096930056,0.08960587,0.082433228,0.075414941,0.06856284,0.061887137,0.055399445,0.049103917,0.043005409,0.037106605,0.031341058,0.025576113,0.019350414,0.011486649,0.0053062373,0.0022236364,0.00044404509,0.00010090387,2.3079761e-05,9.0929291e-06,5.9518447e-07
"15",5.5994596e-05,0.0076783534,0.013960893,0.019076515,0.023743419,0.027742869,0.031033799,0.033509559,0.035737037,0.037384752,0.03863946,0.039256606,0.040191943,0.040636522,0.040192694,0.040230048,0.040096592,0.039967092,0.039790474,0.039826077,0.039846092,0.04015704,0.04049603,0.040879014,0.041295551,0.041725749,0.039275285,0.036918461,0.034555937,0.03222741,0.029936656,0.027720829,0.025530456,0.023358434,0.021199009,0.019083245,0.01701201,0.014985073,0.013017287,0.011059783,0.0091540779,0.0071640422,0.0049603863,0.0031140198,0.00054841261,0.00028259324,7.6049145e-05,2.324344e-05,1.1769723e-05,7.0129257e-06,5.8839031e-07
"16",6.4267735e-05,0.0090426303,0.016730388,0.023500537,0.029565155,0.035052117,0.04005512,0.044507442,0.047532123,0.049344055,0.05101859,0.052282341,0.052180628,0.051934365,0.051733998,0.05120054,0.04982357,0.048423019,0.0470053,0.045529476,0.043825523,0.041825264,0.039539832,0.037139785,0.034381271,0.031450125,0.027898201,0.024610066,0.021397385,0.018310709,0.01520753,0.011558124,0.0095344403,0.0077602998,0.0061918839,0.0048225787,0.0036610048,0.0027156366,0.0020346989,0.001443703,0.00020080661,0.00014710624,5.1981533e-05,3.8767438e-05,3.0722461e-05,2.3470053e-05,1.7533621e-05,1.2926943e-05,9.5729598e-06,7.3793396e-06,5.4940952e-07
"17",7.1352687e-05,0.010057544,0.018631298,0.026217365,0.033151406,0.039476711,0.045219201,0.050621577,0.05507073,0.059303587,0.062940702,0.066375561,0.06959072,0.072558227,0.075281429,0.077636997,0.079789812,0.081749767,0.08356963,0.085211219,0.086708448,0.088010432,0.088842796,0.089664858,0.090326658,0.090999386,0.085581284,0.080231804,0.074906893,0.069630899,0.064438677,0.059311545,0.054256673,0.049293971,0.044310522,0.039111079,0.033875854,0.028618407,0.023515751,0.017787823,0.012052817,0.0085217811,0.0030006463,0.00094972892,0.00034576442,5.4329245e-05,1.1702717e-05,1.0800806e-05,9.171129e-06,7.7140442e-06,5.8996181e-07
"18",6.5694528e-05,0.0092308505,0.017013743,0.023963291,0.030292854,0.036122501,0.041451135,0.046222021,0.050562598,0.054515125,0.058052451,0.061251879,0.064135053,0.066177795,0.068057444,0.069565437,0.070629242,0.071285144,0.071249791,0.071087552,0.070157429,0.069043203,0.067567825,0.065550059,0.062942884,0.059935577,0.055126061,0.05065559,0.046045251,0.041378954,0.036651228,0.032011355,0.027324398,0.022411343,0.017871507,0.013551371,0.0093648776,0.0053838603,0.0014641814,0.00072996116,0.0004192386,0.00018514674,9.6678662e-05,5.0551908e-05,2.6091529e-05,1.5491394e-05,1.2544808e-05,1.0421864e-05,8.9795715e-06,7.9451933e-06,5.8050544e-07
"19",7.3720595e-05,0.010444081,0.019432793,0.027429918,0.034715359,0.041413636,0.047403097,0.05283412,0.05782546,0.062408218,0.066505028,0.069706555,0.072518077,0.074726423,0.076751626,0.078424526,0.079729211,0.080577531,0.080865934,0.08077639,0.080121251,0.079330778,0.078313518,0.076845934,0.074950247,0.072482643,0.067118874,0.061870824,0.056551317,0.051269248,0.045997123,0.040777199,0.035629626,0.030556424,0.025455975,0.020408016,0.015440264,0.010653789,0.006487129,0.0023905661,0.00092828279,0.00041538329,0.00016840973,7.8992058e-05,4.003083e-05,1.9963975e-05,1.1523033e-05,9.9879361e-06,9.0360808e-06,8.193038e-06,5.6938166e-07
"20",7.5157536e-05,0.010644383,0.019773885,0.027745742,0.035078762,0.041753539,0.047832024,0.053407826,0.058561775,0.063270519,0.067576229,0.071495296,0.075043523,0.078168305,0.080808505,0.082930605,0.084631401,0.085522888,0.086099326,0.086477912,0.086377146,0.08526675,0.083805173,0.081595708,0.078166943,0.07402738,0.068386187,0.062972051,0.057464382,0.051814911,0.045937123,0.039994807,0.034258571,0.02878553,0.023487404,0.018412983,0.013564737,0.0093750366,0.0058577809,0.0033823056,0.0013660495,0.00059707749,0.0002247878,7.2589262e-05,3.8890036e-05,2.0898998e-05,1.187234e-05,9.3936091e-06,8.9027469e-06,8.3515607e-06,5.3483165e-07
"21",5.2640759e-05,0.0072761665,0.013139161,0.018247485,0.022735959,0.026760757,0.030144352,0.032982303,0.035231861,0.037049574,0.038532336,0.039667589,0.0404641,0.04109894,0.041636692,0.041942262,0.042070203,0.042022912,0.041648824,0.040742724,0.039840628,0.038857263,0.037752009,0.036436063,0.03506636,0.033342387,0.030495407,0.027758066,0.024872663,0.022170612,0.019509453,0.017511472,0.01546817,0.013451892,0.011512149,0.0096494569,0.0077931972,0.0058681288,0.0037401257,0.0020503446,0.00057987612,0.00025566897,8.4953631e-05,3.7464488e-05,1.9541957e-05,1.2685585e-05,1.0962545e-05,9.6277034e-06,8.911186e-06,8.4519495e-06,5.8551214e-07
"22",5.3772099e-05,0.0073489137,0.013353452,0.017497732,0.021480343,0.024768663,0.02736907,0.029397394,0.031225549,0.032415482,0.033110556,0.033706332,0.034142963,0.034299338,0.033898845,0.03311739,0.031969124,0.030658672,0.029361505,0.027990636,0.0264828,0.024908701,0.023143144,0.021160467,0.01883365,0.016521522,0.014300542,0.012290531,0.010679184,0.0089654779,0.007322554,0.005711099,0.0042274667,0.0028764315,0.0017897674,0.00062683204,0.00032239389,0.00027285128,0.00018173465,0.00011037739,6.6601165e-05,3.9926331e-05,2.5213873e-05,1.9028071e-05,1.5672259e-05,1.2997235e-05,1.1152134e-05,9.9358423e-06,9.1369506e-06,8.6237673e-06,6.314984e-07
"23",9.7278825e-05,0.013995535,0.02629485,0.037422175,0.047645198,0.057112833,0.065921024,0.074137962,0.081815774,0.088996723,0.09571684,0.10197045,0.10763353,0.11243706,0.11656286,0.12009206,0.12351143,0.12633103,0.12872432,0.13056889,0.13125807,0.13138461,0.13054578,0.12864141,0.12547769,0.12216547,0.11320734,0.10417684,0.095049046,0.085915053,0.076915344,0.067958187,0.059169949,0.050631636,0.042364968,0.034397328,0.026242732,0.017876545,0.012579539,0.0064845375,0.0038087194,0.0018227166,0.0006336944,0.00013922757,3.2287381e-05,1.8986222e-05,1.2401431e-05,9.3523463e-06,9.1103087e-06,8.8303552e-06,6.1284495e-07
"24",7.393986e-05,0.010545667,0.019712571,0.027941092,0.035448168,0.042356507,0.048747326,0.054680421,0.060203457,0.065196631,0.069753124,0.073912348,0.077223564,0.080352811,0.082995036,0.085019268,0.086551073,0.087269795,0.087465035,0.087104394,0.085699242,0.083874494,0.081657766,0.078794227,0.07494182,0.070339872,0.066015017,0.061563665,0.056700943,0.05160537,0.046463838,0.041306617,0.036021139,0.031048256,0.026064168,0.021182744,0.016124592,0.010633468,0.0059949976,0.0032927957,0.0010661808,0.00026853021,2.6431373e-05,1.6620078e-05,1.4641086e-05,1.2445408e-05,1.0624085e-05,9.4501971e-06,8.8642179e-06,1.0145884e-05,5.9191204e-07
"25",7.3813932e-05,0.010443273,0.019429898,0.027137833,0.034195356,0.040591223,0.046255116,0.051425747,0.056095997,0.060406676,0.064249013,0.067706386,0.070756172,0.073431416,0.07576736,0.077805482,0.079135183,0.079664509,0.079489897,0.079351859,0.078787929,0.077560265,0.076301482,0.074709582,0.072542657,0.06819849,0.061902206,0.056173213,0.050260645,0.044315604,0.038206858,0.031606372,0.025834327,0.020299676,0.015677865,0.011264087,0.0063766526,0.0031997697,0.0016405892,0.00091518089,0.0002884251,0.00014816821,3.8292707e-05,2.291092e-05,1.53714e-05,1.2020406e-05,1.0796673e-05,9.7825052e-06,9.1460528e-06,1.0267364e-05,5.9345394e-07
"26",8.1188411e-05,0.011610536,0.02173604,0.030845556,0.039172594,0.046848539,0.053959624,0.060568668,0.066725142,0.072404775,0.077433574,0.082038465,0.086247175,0.090032769,0.093445405,0.095964137,0.097761641,0.098791057,0.099565216,0.09975843,0.099390846,0.097647856,0.093928216,0.090514653,0.086945461,0.083084481,0.077342019,0.071470669,0.065418711,0.059145904,0.052762875,0.046288883,0.039830905,0.033410743,0.02704386,0.020392173,0.013928897,0.0084341803,0.0035701992,0.0017959222,0.00039410241,0.00013362567,5.4833007e-05,3.3509135e-05,2.3950396e-05,1.7319045e-05,1.2393383e-05,9.7806705e-06,9.6637112e-06,1.0967311e-05,6.5748453e-07
"27",6.3103872e-05,0.0088327296,0.016280987,0.022805485,0.028637144,0.033515115,0.037699838,0.041199745,0.044156206,0.046509049,0.047730451,0.048801733,0.049007369,0.048707503,0.0482902,0.047504915,0.046257403,0.044131647,0.040230783,0.037285881,0.034092519,0.03060267,0.027259894,0.024443458,0.021440693,0.018366112,0.015466048,0.012725452,0.010289282,0.0082101672,0.0061830531,0.0049501066,0.0038373326,0.0025659999,0.0014167854,0.00054321887,0.00046845512,0.00029242011,0.0001326719,6.1228258e-05,3.3641398e-05,2.3078331e-05,1.867487e-05,1.5843632e-05,1.3616945e-05,1.1651961e-05,1.011035e-05,1.0964241e-05,1.3011428e-05,1.6940596e-05,7.2219117e-07
"28",5.3438615e-05,0.0071850793,0.012803739,0.017435551,0.021469415,0.02494552,0.027725094,0.030124726,0.03201488,0.033390343,0.034350064,0.035109155,0.035494495,0.035570409,0.034736077,0.033138093,0.030550851,0.028366908,0.025240897,0.022629405,0.019947178,0.017306413,0.014763434,0.012415798,0.010354695,0.0085502364,0.0070214953,0.0057523378,0.0045693993,0.0034619821,0.0024963931,0.0014706179,0.00069416905,0.00059570189,0.00045299217,0.00026356482,0.00012686138,5.3968409e-05,3.3194412e-05,2.6954525e-05,2.4267269e-05,2.1126789e-05,1.8070429e-05,1.5459935e-05,1.3379381e-05,1.1828723e-05,1.0816043e-05,1.0272968e-05,9.8831337e-06,1.0550965e-05,6.0262962e-07
"29",7.720733e-05,0.010967984,0.020425466,0.028847175,0.036503282,0.043493194,0.049916731,0.055788452,0.061221714,0.066217982,0.07082882,0.075067485,0.078817665,0.082121645,0.084644444,0.085538536,0.085515231,0.08452941,0.0832311,0.080028192,0.077003245,0.072967786,0.067724258,0.061712775,0.055629554,0.04939885,0.043098102,0.036421907,0.030441497,0.024611424,0.019593958,0.01495341,0.0091541567,0.0044633268,0.0020834009,0.00097533301,0.00049993291,0.00018545633,7.0215662e-05,3.8458143e-05,2.3135999e-05,1.7878133e-05,1.674128e-05,1.5075719e-05,1.3448636e-05,1.2125633e-05,1.1142932e-05,1.0441648e-05,9.9399345e-06,9.7072815e-06,5.5552268e-07
"30",6.143539e-05,0.008400989,0.015231173,0.021092581,0.026164899,0.030277384,0.033910663,0.03680558,0.038949154,0.040992688,0.042719574,0.044094215,0.045051643,0.045572852,0.045637359,0.045015014,0.043825794,0.041755378,0.039361687,0.036971648,0.033874534,0.030409654,0.027174675,0.023944344,0.020468505,0.017526807,0.014560254,0.011686445,0.008225284,0.0063104317,0.0046787175,0.003009949,0.0016268553,0.0008783123,0.00030081607,0.0001708583,8.7402795e-05,4.8426376e-05,3.0066363e-05,2.1871523e-05,1.8932989e-05,1.6916299e-05,1.555717e-05,1.4408926e-05,1.3275148e-05,1.2211255e-05,1.1307635e-05,1.0593409e-05,1.0049288e-05,9.6388188e-06,6.021783e-07
"31",8.6915587e-05,0.012055755,0.022249944,0.031220847,0.039356043,0.046791387,0.053549075,0.059715205,0.065378373,0.07055743,0.075282341,0.079554285,0.083428236,0.086922273,0.090016886,0.09251075,0.094617433,0.09583673,0.096525273,0.096763125,0.095760162,0.094320475,0.092662142,0.089086285,0.083755135,0.077633687,0.069750449,0.06187946,0.053883256,0.045866781,0.037898584,0.029885595,0.02249157,0.016179855,0.0099945538,0.0067131551,0.0046046336,0.0028472598,0.001436801,0.00040668141,0.00020096854,0.00012537912,8.6407039e-05,6.0391858e-05,4.2116334e-05,2.8572234e-05,1.9154938e-05,1.3183945e-05,1.0220771e-05,9.7729402e-06,6.187782e-07
"32",0.00011129548,0.015960862,0.029895558,0.042430886,0.053635281,0.063938518,0.073087705,0.081797925,0.089835328,0.097287852,0.10427827,0.11075324,0.11666169,0.12169549,0.12542149,0.12826399,0.13076275,0.1327937,0.13431234,0.13572684,0.13698777,0.1380585,0.138238,0.13759732,0.1365133,0.13367985,0.12384443,0.11436307,0.10482681,0.095448151,0.086248,0.077513976,0.069499412,0.062005705,0.0553471,0.049195277,0.043776061,0.038879838,0.034396282,0.030187379,0.026314515,0.023315202,0.020385523,0.017138036,0.014177939,0.012246277,0.01052496,0.008599179,0.0065580883,0.0041287436,4.5583349e-06
"33",0.0001251254,0.018114094,0.034182097,0.048834158,0.062433546,0.075143077,0.087103814,0.098377425,0.10902045,0.11910028,0.12865076,0.13770374,0.14629031,0.15443517,0.16216606,0.16950679,0.17648,0.18310689,0.18941145,0.1954145,0.20113977,0.206612,0.21147739,0.21582008,0.21830723,0.21987059,0.20755662,0.19550749,0.18327118,0.17102299,0.15880841,0.14665588,0.13460595,0.12271695,0.11105691,0.099688475,0.0885122,0.07798088,0.068116332,0.059100556,0.050764177,0.042710135,0.035689927,0.02940679,0.023410024,0.018545076,0.01376109,0.0099405752,0.0067745084,0.0039761044,4.0027597e-06
"34",0.00010252439,0.014742433,0.027698435,0.039426604,0.050281986,0.060392589,0.069826028,0.078691374,0.087029508,0.094888758,0.10229729,0.10929099,0.11588308,0.12209996,0.12789229,0.13330254,0.13836305,0.1429053,0.14705924,0.15080602,0.15416965,0.15717267,0.15980332,0.16204164,0.163859,0.16559981,0.15628373,0.14711322,0.13793697,0.12881449,0.11977923,0.11086623,0.10209692,0.093495194,0.085082758,0.076860142,0.06887998,0.061139044,0.053634812,0.046451713,0.039509911,0.032999615,0.026183204,0.020112898,0.012133703,0.0057078389,0.0029337309,0.0011045501,0.00027399353,9.9488971e-06,6.065238e-07
"35",5.564248e-05,0.0074352234,0.013330668,0.017999995,0.021838451,0.024583313,0.027922396,0.030878097,0.03359779,0.035418332,0.036751055,0.038444245,0.039961663,0.041332778,0.042589259,0.043781334,0.044919055,0.046004877,0.047070877,0.048093245,0.049107825,0.050096309,0.051054001,0.051992303,0.052926863,0.053870275,0.05090733,0.047995781,0.045093808,0.042228801,0.039408575,0.03663765,0.033919203,0.031254554,0.028642009,0.02608132,0.023575243,0.021126966,0.018742084,0.016426608,0.014187562,0.012022275,0.0099403446,0.0079642905,0.0059673857,0.0037601174,0.0020840137,0.00034834296,0.00010343597,6.5289635e-06,5.700577e-07
"36",5.3123509e-05,0.0072282383,0.013023183,0.017870012,0.022014716,0.025638398,0.028128794,0.028064972,0.026359681,0.022139796,0.018131315,0.014396509,0.010908051,0.0075363528,0.0045611508,0.0022732626,0.0016378636,0.0012448609,0.00074029071,0.00036890719,0.00021307828,0.00016316494,0.00014061028,0.00012402897,0.00011084618,0.00010209324,9.8696846e-05,0.00010315667,0.00011611688,0.00012989477,0.00014270435,0.00015320238,0.00016032629,0.00016332955,0.00016187627,0.00015609333,0.00014652993,0.00013403309,0.00011958614,0.00010416088,8.8613653e-05,7.3631548e-05,5.972046e-05,4.7220572e-05,3.6335224e-05,2.7162242e-05,1.9720833e-05,1.3971298e-05,9.8302611e-06,7.1939235e-06,5.680626e-07
